comment,transcript
 @tuxidokamen  Who got roasted? And what open discrimination?,first and foremost there are a lot of criticism that you can give to her on why she wouldn't be an effective president it shouldn't be because she's a woman or because she's black and it seems to be that you're I'm just I just want people to understand and agree she didn't earn this she she absolutely did she has she has a career where she's been not only a de de stands one earn it just so we're clear but like it stands for diversity Equity inclusion I like the meme though I I know what it is but do you at least admit and acknowledge that when Joe Biden was searching for a VP he cared more about skin color and a female than the smartest best person so the the whole conversation with this affirmative action with Dei the whole reason why people bring it in is to make this imaginary scenario that there's a super qualified white man who was overpassed by this unqualified stupid idiot person of color which is such a terrible analogy because it's not true absolutely not true that's not what it is Jo bid did not say I'm going to choose an unqualified person just his own team he's saying that I'm going to have two qualified people if one comes from a different experience it might be better to have a diversity and have a better perception in forms of he said at the South Carolina debate that will pick a black woman as my vice president secondly Amy kachar came out is this a random black woman that he plucked off the street or is this a qualified DEA general attorney who's had a decorated career leading government positions you can but you keep rambling about things that just aren't relevant to what we're talking it is relevant AB kachar
No,do you think men can give birth I think that uh yes or no question I think that a person who is assigned male at Birth I don't think they a signed male at Birth so people are not male at Birth I think that a person see your evidence that college is a scam my friend so what do you say in some cases women without your these are murderers of course not they're not murderers we the difference between an IUD killing a conceived zygote and like a mother going to Planned Parenthood and killing the petus in her room that was actually the best point somebody made it's not about the the cells it's not about no no no I'm speaking no I'm speaking no I'm speaking no I'm speaking no I'm speaking no I'm speaking no I'm speaking hello everyone I am Charlie Kirk founder of Turning Point USA and uh I am surrounded by 20 woke college kids my first prompt is abortion is murder and should be [Music] illegal all right can I maybe go okay hello what's your name Juliana nice to meet you nice to meet you can we get our terms right first yeah okay abortion is the forcible ending of the viability of a being in utero otherwise known as a fetus do we agree that's what abortion is okay yeah okay great and then murder is the intentional taking of Life different than killing or sudden death so murder would be the intent with intent taking another life do we agree with that okay okay and then we agree that murder in general in society should be illegal yeah okay great so yeah no I do want to preface that I'm a Catholic so I think one really important thing that the Bible says is to not judge and just going
"i don’t care what side you’re on, personal attacks and rude behavior will never do your argument any justice.
edit: yall need to heal fr",mean on the third on third degree murder however no I don't think women that got abortions or had iuds should go to jail because I think that they have been deceived by mass culture M Mass propaganda secondly the people who should go to jail are the abortionists who are the ones that have been putting the abortion pill the ones that have been doing procedures the ones that have been going into the third trimester and breaking babies backs and inserting them with syringes while the babies are crying and suffocating being born alive and then being dead on the operating table that is who should go to jail oh that was actually the best point somebody made we'll have to we'll have to talk about [Music] it okay whenever I'm talking about this discussion um I always go to the question of what about in The Case of the mother when her life is in danger because I'm a big believer I don't I don't know I'm still iffy on if I think it's a or if it's murder or not but even so I mean I don't want to say murder is Justified guys wait let me just get this one point and then you can vote me out give me one second um say the mother gets pregnant and she knows that if she gives birth she's going to die she has some kind of Health complication then what do you do in section I don't know what that means to C-section they an ins guys wait hold on give me one second go right they go right below the belly button and they deliver the baby and therefore she doesn't have to give birth it's technically birth but it's much safer so that's that's actually safer than an abortion procedure sorry sorry [Music] Lily hello how
College students are so rude. Because they have different opinions they throw insults.,right so you said that there are some classes that if students had to go into debt or had to pay for would not be a good use of their time so it's not representing students well well do you think like high school is scam then cuz I had to pay for high school but I didn't I'm not going to use AP US History in my psychology degree ever well I think AP US History is actually a really good use of time knowing about your country and your history and well but I'm not going to use that in my career that's what we're talking about in the career path for college let's go back to what I said right we said traditional college right fouryear college and what a scam is we're a majority a majority of the people that will go through the Enterprise the business or the institution are not getting their time Worth or their money worth so therefore I go back to my core contention which is a majority of kids that exit College will not use their degree at all when they go to find a job but if you ask them do you think college was a scam I don't think majority of them are going to say yes some of them will some of them are going to well not everyone who's being scammed actively knows they're being scammed people still buy erectile dysfunction drugs off the internet and they get scammed that's their own personal choice of course people have choices to be scammed I'm not saying they don't have a choice I'm making an observation analysis of the institution for example flying Spirit Airlines kind of a scam should be shut down there is some yeah agree there are some things in life we have to take a step
 @nunyabeeznez5205  u r not different lmao,by clicking that link you're not just supporting this channel you're also supporting a group of journalists that are raising the bar on news and focusing on serving you unbiased straight facts thanks again to straight arrow news for partnering with us on this episode now let's get into it yeah my next claim is that trans women are not [Music] women okay what's your name Sam nice to meet you uh let's define our term uh a woman is an adult female of XX chromosomes you tell me what is a woman I think a woman is somebody who identifies as a woman got it so that's not a definition that's like saying a table is something that identifies as a table give me an objective definition of no it's not a table is an object well tell tell a table can't identify as anything it doesn't haveo you have to give me an objective definition of what a woman is if I decided right now that I wanted to identify as a woman I would be a woman okay but that's not that doesn't answer the question I know but right now I'm a man right so if that happened right now woman once once a person makes the decision to identify as a woman woman that's a separate issue what is a woman that's the definition no I know but you have to tell me what a person who identifies thems as a woman but you have ident how do you know that they are that thing how do I I don't need to know what they I can ask them if I want to know but there needs to be you need to tell me what that thing is though somebody who we're not getting anywhere we're not getting any it's important because it's like saying a giraffe
"I have to say he is wrong about the daughter being raped statement, if my daughter had been raped I would make sure she wouldnt have to carry that monstrosity to term. Kids take after their parents the kid would be just as likely to commit rape in the future as the father was. Ntm it is extremely cruel to expect the daughter to carry that on it would be better to remove that mistake than to let her live with it for the rest of her life.",going to give birth and she was going to live would you want her to go through that and carry her that's that's awfully graphic answer it's no but it's a real life scenario that happens to many people the answer is yes the baby would be delivered okay great so I that's insane um but let me tell you why no hold on let me ask you a question there's two ultrasounds I have one is a baby conceived in one is a baby conceived by a loving couple which one is which which which person here which person here was conceived by tell me which one was conceived by you don't know exactly cuz it's all human rights and it's all human beings matter it's but it's about your daughter who's passed to give birth to it and it's going to be tortured by that for the rest of her life that's going to take away every freedom she's ever going to have that's going to ruin her life she's going to grow up and going vitim crime the the point is how you were conceived is irrelevant to what human rights you get when hold on one second if a person conceiv the walks down the side of the street it's not like they don't get First Amendment rights or second amendment rights or the worst thing to do to that do the daughter is to then say hey we're going to go murder the being in inside of you they wouldn't even know like listen they they wouldn't know listen listen listen listen but wouldn't it wouldn't a better story to say something evil happened and we do something good in the face of evil instead of saying we're going to do evil and then murder the being because we're going to we're going to we're going to
 @M4ssive-4ttack  yes Charlie is a clown we all agree,kind of filibustering to get people to not be able to make the points that they want to make and I definitely feel like he did that to me look Charlie's a talented guy there's a reason why he spoke at the RNC he's media trained he's had conversations like this before and he's built a career on dunking on college students but for a bunch of liberal students who don't have that same type of media training and who aren't as prepared to be in confrontational formats like this I thought they did a really good job of our articulating their views yeah Mason was the smartest kid for sure uh Parker needs to calm down very smart but kept on changing the topic uh but he's got talent very annoying though smart but Annoying Parker definitely gave Charlie a run for his money yeah Parker ate Parker ate that down one girl was very nasty she was a very nasty person she overly personalized it I honestly don't regret any of the things I said the only thing I would have taken back is I said at the end I as I walked away I said I hope your daughter can get away from you that one was a dig and that was my bad but honestly in the case of her being a 10-year-old pregnant and he won't let her get medical help that's just wild to me I can't believe that I think the group did very great it's a very hard environment for people to learn in these types of areas but I think it's best that people get involved in debate and entertainment as it helps people grow and critically think in our society I thought it was very valuable I hope people learned something um I think the students were able to refine their arguments
" @cheeze7777 bro that he ate, he ate 💩",so okay do you think that he has a body well or was that a figurative notion of of wrestle that's that's a mystery of the scriptures I'm not here well it is I'm not here to debate theology can we go back to we talking about he does he actual biology you keep trying to Pivot because you know this debunks you what what biology does your God have what what well the one of Christ Our Lord the I meant before Incarnation well I I to be honest I don't quite know and I don't think the scriptures are you don't know what a man is well you can't Define what a man is it's a little opaque again you're looking at a man but your your video the largest video on Tik Tok is what is a woman 20 million views but you don't know what a man is on your own world VI I said you're looking at a man right wait but God the father doesn't meet that criteria am I looking at a man okay good just make a man that's de beating you in that's fine so let me ask you a question though so do you think that anybody can become a woman um I think that anyone who meets my criteria is a woman what's your criteria again adult human person that has a desire to be in accordance with a particular set of Social and cultural norms that are typically associated with the female sex can Society ever be wrong sure but like it's it's it's a it's a desire to be in accordance with a set of Social and cultural norms can I become if I black face no because it's not a desire that you have to be in accordance with particular because race is defined phenotypically based upon the
"Charlie Kirk destroyed them all!

Jubilee get me on your show!! I’ll debate anyone about anything",these types of areas but I think it's best that people get involved in debate and entertainment as it helps people grow and critically think in our society I thought it was very valuable I hope people learned something um I think the students were able to refine their arguments and hopefully this gets seen by millions of people where they're able to see what side they land on uh but yeah it's not easy just to stand there be 20 on one but uh only at Jubilee media
Next one: ANDREW WILSON 🔥,kind of filibustering to get people to not be able to make the points that they want to make and I definitely feel like he did that to me look Charlie's a talented guy there's a reason why he spoke at the RNC he's media trained he's had conversations like this before and he's built a career on dunking on college students but for a bunch of liberal students who don't have that same type of media training and who aren't as prepared to be in confrontational formats like this I thought they did a really good job of our articulating their views yeah Mason was the smartest kid for sure uh Parker needs to calm down very smart but kept on changing the topic uh but he's got talent very annoying though smart but Annoying Parker definitely gave Charlie a run for his money yeah Parker ate Parker ate that down one girl was very nasty she was a very nasty person she overly personalized it I honestly don't regret any of the things I said the only thing I would have taken back is I said at the end I as I walked away I said I hope your daughter can get away from you that one was a dig and that was my bad but honestly in the case of her being a 10-year-old pregnant and he won't let her get medical help that's just wild to me I can't believe that I think the group did very great it's a very hard environment for people to learn in these types of areas but I think it's best that people get involved in debate and entertainment as it helps people grow and critically think in our society I thought it was very valuable I hope people learned something um I think the students were able to refine their arguments
​ @weiposkha7428 did we watch the same video? Because there was boys,so okay do you think that he has a body well or was that a figurative notion of of wrestle that's that's a mystery of the scriptures I'm not here well it is I'm not here to debate theology can we go back to we talking about he does he actual biology you keep trying to Pivot because you know this debunks you what what biology does your God have what what well the one of Christ Our Lord the I meant before Incarnation well I I to be honest I don't quite know and I don't think the scriptures are you don't know what a man is well you can't Define what a man is it's a little opaque again you're looking at a man but your your video the largest video on Tik Tok is what is a woman 20 million views but you don't know what a man is on your own world VI I said you're looking at a man right wait but God the father doesn't meet that criteria am I looking at a man okay good just make a man that's de beating you in that's fine so let me ask you a question though so do you think that anybody can become a woman um I think that anyone who meets my criteria is a woman what's your criteria again adult human person that has a desire to be in accordance with a particular set of Social and cultural norms that are typically associated with the female sex can Society ever be wrong sure but like it's it's it's a it's a desire to be in accordance with a set of Social and cultural norms can I become if I black face no because it's not a desire that you have to be in accordance with particular because race is defined phenotypically based upon the
what really made me mad is when someone was willing to have a respectful debate and convo they’d vote them out,these types of areas but I think it's best that people get involved in debate and entertainment as it helps people grow and critically think in our society I thought it was very valuable I hope people learned something um I think the students were able to refine their arguments and hopefully this gets seen by millions of people where they're able to see what side they land on uh but yeah it's not easy just to stand there be 20 on one but uh only at Jubilee media
Candace Owens vs Woke Liberal College Students,I can tell you which one is which just by running very simple Elementary blood tests so for example if there was a Hispanic or a white there is no difference in the genetic coding there just isn't why is it important that someone's oh okay my next claim is that kamla Harris is a Dei [Music] candidate a lot of competition Mason yeah exactly good to see you good to see you again um can I define what a Dei candidate is I I think that you're GNA say because she's black and she's a woman she's appointed because Joe Biden promised that and it's is not a testament to her not only that but also in the her getting the nomination of the Democrat Party they said repeatedly we do not want to pass over a black female okay so just those two things but the first one is stronger you're right Joe Biden said I'm going to put on my vice presidency a black female right right so his criteria yeah and that was like Karen bass and KLA Harris so she was not chosen because of her intellect or her accomplishments or because of any of that it was because she happened to fit a couple boxes in fact Amy kachar the vetting at the time was that Amy kobar would have been a better VP and kamla ended up getting it so it's just a statement of fact that she is there not because of her Brilliance or accomplishments but because of her ethnicity so KLA Harris first and foremost there are a lot of criticism that you can give to her on why she wouldn't be an effective president it shouldn't be because she's a woman or because she's black and it seems to be that you're I'm just I just want people to understand and
1:07 huge citation needed.,mission to save us from that the church is the bride of Christ will save us from Damnation that we deserve college is far from the Bride Of America it's currently scamming the Youth of this country and sending them into Oblivion didn't answer the question I I did no you didn't say how they could desire something imperfect how how well God can anything that later God can do anything so even something logically contradictory it's not logically contradictory so desire something imp an un can an Unstoppable can an Unstoppable object can an Unstoppable object hit aable Force hey before we go any further we want to take a moment to say thanks so much to straight arrow news for powering the fact checks in this video straight arrow news is an app and website that is on a mission to raise the bar on journalism in a time of media bias and mistrust their team of journalists believe that unbiased news should be the standard and not just the exception so they report down the- Middle with facts delivering news without bias filter or spin plus their media Miss tool allows you to discover news that's being underreported or not even reported at all by different sides of mainstream media that's why we're so happy to be partnering with straight arrow news the work they're doing gives us a complete picture of the news straight from our phones and tablets with their app go to san.com slss surrounded or click the link in the description to check it out by clicking that link you're not just supporting this channel you're also supporting a group of journalists that are raising the bar on news and focusing on serving you unbiased straight facts thanks again to straight arrow news for partnering with us on this episode now let's get into it
This is truly scary. Parker was the worst and he’s praised as the most intelligent? …these kids are hopeless.,kind of filibustering to get people to not be able to make the points that they want to make and I definitely feel like he did that to me look Charlie's a talented guy there's a reason why he spoke at the RNC he's media trained he's had conversations like this before and he's built a career on dunking on college students but for a bunch of liberal students who don't have that same type of media training and who aren't as prepared to be in confrontational formats like this I thought they did a really good job of our articulating their views yeah Mason was the smartest kid for sure uh Parker needs to calm down very smart but kept on changing the topic uh but he's got talent very annoying though smart but Annoying Parker definitely gave Charlie a run for his money yeah Parker ate Parker ate that down one girl was very nasty she was a very nasty person she overly personalized it I honestly don't regret any of the things I said the only thing I would have taken back is I said at the end I as I walked away I said I hope your daughter can get away from you that one was a dig and that was my bad but honestly in the case of her being a 10-year-old pregnant and he won't let her get medical help that's just wild to me I can't believe that I think the group did very great it's a very hard environment for people to learn in these types of areas but I think it's best that people get involved in debate and entertainment as it helps people grow and critically think in our society I thought it was very valuable I hope people learned something um I think the students were able to refine their arguments
"No, you can't derive order from choas",know listen listen listen listen but wouldn't it wouldn't a better story to say something evil happened and we do something good in the face of evil instead of saying we're going to do evil and then murder the being because we're going to we're going to we're going to Pander to the evil no what makes what makes the West great is that we do good after evil not evil after evil it's not about the being and the the cells it's not about no no no I'm speaking no I'm speaking no I'm speaking I'm speaking no I'm speaking no I'm speaking no I'm speaking no I'm speaking no I'm speaking thank you so it's not I'm not talking about that I'm talking about the person no I'm talking about the person who is dealing with the pregnancy I am not talking about the cells I don't I don't care listen the fetus the whatever I don't care about that right now until it is formed there is if there is a 5-year-old child who is pregnant and the baby is two weeks in can't get pregnant actually they have and they have given birthy old have given pregnant correct there is one recorded case of a 5-year-old birth is that is that is that common yes not it's common for 5-year-old get sometimes and it's they get pregnant I think they should be able to have medical access to something that could save not only just their life but like their Lively Hood how many how many I'm curious how many I hope your daughter lives a very happy life and gets away from you okay so that is really nasty and so her her belief system just so we're clear is that the time's up yeah no I got it it's fine I mean it's insanely nasty and
Let people speak tho,know listen listen listen listen but wouldn't it wouldn't a better story to say something evil happened and we do something good in the face of evil instead of saying we're going to do evil and then murder the being because we're going to we're going to we're going to Pander to the evil no what makes what makes the West great is that we do good after evil not evil after evil it's not about the being and the the cells it's not about no no no I'm speaking no I'm speaking no I'm speaking I'm speaking no I'm speaking no I'm speaking no I'm speaking no I'm speaking no I'm speaking thank you so it's not I'm not talking about that I'm talking about the person no I'm talking about the person who is dealing with the pregnancy I am not talking about the cells I don't I don't care listen the fetus the whatever I don't care about that right now until it is formed there is if there is a 5-year-old child who is pregnant and the baby is two weeks in can't get pregnant actually they have and they have given birthy old have given pregnant correct there is one recorded case of a 5-year-old birth is that is that is that common yes not it's common for 5-year-old get sometimes and it's they get pregnant I think they should be able to have medical access to something that could save not only just their life but like their Lively Hood how many how many I'm curious how many I hope your daughter lives a very happy life and gets away from you okay so that is really nasty and so her her belief system just so we're clear is that the time's up yeah no I got it it's fine I mean it's insanely nasty and
 @tuxidokamen  soyboy is scared,you have to make a choice either he or him him or her in the Original Scriptures let's go back to I'm Happ father AR so I'm I'm so some fathers are not men and boys not men or boys I'm sorry some fathers are not male no of course they are I'm not wait so God the father is a male hold on God the father so where where do we get God the father from what what Greek word from your scripture well from ABA right which is a very close personal ter you're not answering my questions and you bring up random language that doesn't matter well it actually does no it doesn't but let me let me get down to the root of it because I CU he's not a man you know he's not a man under your worldview yet you still use his preferred pron you still call him a man you don't do that with trans people because you're transphobic that's why okay got it but Christ is a man I'm happy to get into the sexuality and gation not of the Trinity okay before Incarnation there's no penis there's no XY chromisms there's no small G second let's think about it if that's correct how is it then Jacob saw the face of God okay so if there's hold on if there was not before the Incarnation how did Jacob see the face of God how did Jacob wrestle with God characters can have faces without biology how did Jacob wrestle with God so so okay do you think that he has a body well or was that a figurative notion of of wrestle that's that's a mystery of the scriptures I'm not here well it is I'm not here to debate theology can we go back to we talking about he does he
"and by the way, I think he lost 3 out 4 debates. Not saying the group won, though. But from the point of defending of his position and giving convincing arguments.",didn't earn it she didn't win a Democrat primary she dropped out in the Democrat Primary in 2020 she's never been likable she's got there simply because of race not because of Competency not because she's good at her job and I think that's wrong and it needs to be called out you're bringing up qualitative examples these are all subjective qualitative examples her race her competency her dropping out of the election these that's not what you said earlier this is I'm talking about the points you've just bought up multiple qualitative points and these points can be believed by you and not by me as you believe in a God and I don't these are qualitative arguments that you're making against me for this and I can believe differently than you and I think we can agree to disagree on this one okay fine perfect okay I think this is going to take the entire time you're welcome 30 on 30 off how do you feel about the Senate uh far as her her tiebreaking vote of the Senate no no no I'm just saying like Senate like like the Senate is technically Dei in a certain sense for like small states like Wyoming gets people W Wyoming get a greater vot than in California like Rhode island in Hawaii I'm giving you an example California I get less of a vote than someone who exists in Wyoming so we're giving people in Wyoming more say than they necessarily should given that they're one individual so why do you believe in Dei as it relates to how our government is set up we don't believe in Dei in terms of allowing for people who are black or who are women to be in positions of power that they have not been allowed in historically speaking so um is the electoral
I would want more if you would let people have an actual conversation...,OB genitals I'm not obsess genitals but I could do a blood sampling right now and I could see exactly what you are because every single one of your trillions of cells are either coded with XX or XY no no how much surgery or whatever I think that you are man but you could fool me you could take hormones you could play camouflage like I could fool you to be Hispanic if I had the right Hollywood makeup director that doesn't mean that you are the thing though but but you're going from an objective biological perspective which we've already talked about with sex I'm talking about a social construct or a social utility so like if we were at a restaurant right I'm sitting down and I'm sitting down at the table and you're telling the waiter hey I want to go sit with blank what would you use with you he doesn't know my name yeah I'm sitting over there that guy yeah yes correct guy you're going to typically use he or him or you're going to say that guy like you just said correct because you're ascribing the male gender to me based on my I say I could be an error maybe you are a biological woman and then you'd correct yourself right that take may maybe maybe not so that's what we that is exactly what we're trying to say we're so the question is that do you think that Womanhood can then be assumed just through costume design it's not costume design what is it then it's performative social characteris so you could act that's what gender is great it so you could it's like a theater troop it's not a theater troop these are social these are social can be appropriated no they're C they're categories that's what it is so so
Charlie Kirk vs.idiots!,I can tell you which one is which just by running very simple Elementary blood tests so for example if there was a Hispanic or a white there is no difference in the genetic coding there just isn't why is it important that someone's oh okay my next claim is that kamla Harris is a Dei [Music] candidate a lot of competition Mason yeah exactly good to see you good to see you again um can I define what a Dei candidate is I I think that you're GNA say because she's black and she's a woman she's appointed because Joe Biden promised that and it's is not a testament to her not only that but also in the her getting the nomination of the Democrat Party they said repeatedly we do not want to pass over a black female okay so just those two things but the first one is stronger you're right Joe Biden said I'm going to put on my vice presidency a black female right right so his criteria yeah and that was like Karen bass and KLA Harris so she was not chosen because of her intellect or her accomplishments or because of any of that it was because she happened to fit a couple boxes in fact Amy kachar the vetting at the time was that Amy kobar would have been a better VP and kamla ended up getting it so it's just a statement of fact that she is there not because of her Brilliance or accomplishments but because of her ethnicity so KLA Harris first and foremost there are a lot of criticism that you can give to her on why she wouldn't be an effective president it shouldn't be because she's a woman or because she's black and it seems to be that you're I'm just I just want people to understand and
"As soon as a real conversation starts, the red flags come out.",at conception I care about Senti in life not not so when do brain waves start you think brain dead people should be able to pull the plug on like family should be able to pull the plug on individual got to answer the question when do brain when do brain waves when do brain waves start uh you can see brain waves around 6 to 8 weeks which in brain dead individual there are brain waves as well so the brain waves necessary to produce a subjective experience are met until around 2 can you see it from my perspective that at six to eight weeks those brain waves will actually increase not decrease if allowed the process of development to continue did you know those same EEG scans exist in brain dead people that you don't think are the difference with the brain dead people is that the likelihood of those brain waves actually increasing is very low at 6 to eight weeks when by 15 weeks they can hear the it's irreversible sensation that's what brain death is I know that it's not coma but you're you're you're doing a red herring go back to it's not what's a red herring six a red herring is where you you avoid the topic and you say something that is uh adjacent or symmetrical to what I'm saying but not actually I'm saying me that's not that's not a red herring a six to8 week baby if they're allowed to continue to develop what ends up happening uh at a certain point it will become a sentient being in the future the same way if I keep engaging with my girlfriend there'll be a baby in the future yet I don't care about unless you're infertile which we don't know but so let's let's see let's see the the process of
Econ majors cant be liberals change my mind,genders however let's get back to the core contention can I ask my question again real quick well I want to get back to my core contention a scam so the majority of kids that go to college if they end up getting a job at all they end up getting a job that does not require a college degree do you think that certain jobs that may not associate with a direct major can incorporate skills that you learn from a major I think I'm personally I'm an econ major and depending on what job I do in the future I can still use the skills earned from so tell me about Milton fredman tell me about Milton Freedman he is an economist from how about Thomas Soul Thomas Soul lud vanus lud well I will say that first how about I'd love to see you answer the gender studies question we will get there later that's that's what psychedelics are for uh who's [Music] next um well I think it's difficult to think about just one major thinking about just gender studies like sure like not everyone should be a gender Studies major we need doctors we need lawyers we need everything however why does it matter if 10 people want to be a gender Studies major and it matters to them like not everyone can be a lawyer not everyone can be a doctor there needs to be some people and you know what yeah it sucks that some people do go to college and get a degree and then they end up not in a Workforce for that but I don't think that has to do with like college was a scam it's more like maybe that just wasn't the path for them or that life choice was just too hard to get for them but some people
Get Ben Shapiro on there,mission to save us from that the church is the bride of Christ will save us from Damnation that we deserve college is far from the Bride Of America it's currently scamming the Youth of this country and sending them into Oblivion didn't answer the question I I did no you didn't say how they could desire something imperfect how how well God can anything that later God can do anything so even something logically contradictory it's not logically contradictory so desire something imp an un can an Unstoppable can an Unstoppable object can an Unstoppable object hit aable Force hey before we go any further we want to take a moment to say thanks so much to straight arrow news for powering the fact checks in this video straight arrow news is an app and website that is on a mission to raise the bar on journalism in a time of media bias and mistrust their team of journalists believe that unbiased news should be the standard and not just the exception so they report down the- Middle with facts delivering news without bias filter or spin plus their media Miss tool allows you to discover news that's being underreported or not even reported at all by different sides of mainstream media that's why we're so happy to be partnering with straight arrow news the work they're doing gives us a complete picture of the news straight from our phones and tablets with their app go to san.com slss surrounded or click the link in the description to check it out by clicking that link you're not just supporting this channel you're also supporting a group of journalists that are raising the bar on news and focusing on serving you unbiased straight facts thanks again to straight arrow news for partnering with us on this episode now let's get into it
Bring matt walsh vs liberals,I can tell you which one is which just by running very simple Elementary blood tests so for example if there was a Hispanic or a white there is no difference in the genetic coding there just isn't why is it important that someone's oh okay my next claim is that kamla Harris is a Dei [Music] candidate a lot of competition Mason yeah exactly good to see you good to see you again um can I define what a Dei candidate is I I think that you're GNA say because she's black and she's a woman she's appointed because Joe Biden promised that and it's is not a testament to her not only that but also in the her getting the nomination of the Democrat Party they said repeatedly we do not want to pass over a black female okay so just those two things but the first one is stronger you're right Joe Biden said I'm going to put on my vice presidency a black female right right so his criteria yeah and that was like Karen bass and KLA Harris so she was not chosen because of her intellect or her accomplishments or because of any of that it was because she happened to fit a couple boxes in fact Amy kachar the vetting at the time was that Amy kobar would have been a better VP and kamla ended up getting it so it's just a statement of fact that she is there not because of her Brilliance or accomplishments but because of her ethnicity so KLA Harris first and foremost there are a lot of criticism that you can give to her on why she wouldn't be an effective president it shouldn't be because she's a woman or because she's black and it seems to be that you're I'm just I just want people to understand and
 @RINSHOUJO or they just suck,first and foremost there are a lot of criticism that you can give to her on why she wouldn't be an effective president it shouldn't be because she's a woman or because she's black and it seems to be that you're I'm just I just want people to understand and agree she didn't earn this she she absolutely did she has she has a career where she's been not only a de de stands one earn it just so we're clear but like it stands for diversity Equity inclusion I like the meme though I I know what it is but do you at least admit and acknowledge that when Joe Biden was searching for a VP he cared more about skin color and a female than the smartest best person so the the whole conversation with this affirmative action with Dei the whole reason why people bring it in is to make this imaginary scenario that there's a super qualified white man who was overpassed by this unqualified stupid idiot person of color which is such a terrible analogy because it's not true absolutely not true that's not what it is Jo bid did not say I'm going to choose an unqualified person just his own team he's saying that I'm going to have two qualified people if one comes from a different experience it might be better to have a diversity and have a better perception in forms of he said at the South Carolina debate that will pick a black woman as my vice president secondly Amy kachar came out is this a random black woman that he plucked off the street or is this a qualified DEA general attorney who's had a decorated career leading government positions you can but you keep rambling about things that just aren't relevant to what we're talking it is relevant AB kachar
" @440-fishermandrock8  if having your own opinions that are not fed to you by the the government and the media, Is delusional then I am too",mission to save us from that the church is the bride of Christ will save us from Damnation that we deserve college is far from the Bride Of America it's currently scamming the Youth of this country and sending them into Oblivion didn't answer the question I I did no you didn't say how they could desire something imperfect how how well God can anything that later God can do anything so even something logically contradictory it's not logically contradictory so desire something imp an un can an Unstoppable can an Unstoppable object can an Unstoppable object hit aable Force hey before we go any further we want to take a moment to say thanks so much to straight arrow news for powering the fact checks in this video straight arrow news is an app and website that is on a mission to raise the bar on journalism in a time of media bias and mistrust their team of journalists believe that unbiased news should be the standard and not just the exception so they report down the- Middle with facts delivering news without bias filter or spin plus their media Miss tool allows you to discover news that's being underreported or not even reported at all by different sides of mainstream media that's why we're so happy to be partnering with straight arrow news the work they're doing gives us a complete picture of the news straight from our phones and tablets with their app go to san.com slss surrounded or click the link in the description to check it out by clicking that link you're not just supporting this channel you're also supporting a group of journalists that are raising the bar on news and focusing on serving you unbiased straight facts thanks again to straight arrow news for partnering with us on this episode now let's get into it
charlie kirk vs feminists,we're talking about the Peaks right she said theend no because you're talking about the peaks of two different categories in the same sort of right because because why she's a CIS woman well she's a CIS woman and a CIS man but yes and he could kick her tail right yes I would agree okay for sure right because CIS men and CIS women have different hormone levels if you want to change the hormones we can change the categorization you're saying that you want men and women Bar None and you say that's the most like Fair category then we have to all men but again there those things don't so I just want to be clear so because I think I'm tracking your argument is that in the University of Pennsylvania swim team when Thomas swam against biological women that was you're perfectly fine with that I think as long as we have the categories that way thanks good to meet you yeah you want to get him in this isn't debated yet no no no you're fine you're fine you're fine what's your name hi my name is pry nice to meet youney nice to meet you go ahead pry pry t r you're totally yeah um okay so I kind of want to go back to a little earlier you said that a Parker has lower T than you so would you say a joke yeah no no I'm I'm fully I'm fully aware of a joke but I guess like on that on that point do you think that like tea has to do or testosterone has to do with your manhood like well yes and no I mean for if you are looking at typical testosterone estone rates of women they are far different than those of men but for example like your testosterone rate
